x
SORBS3
CECR2
EMX1
TAMALIN
GDAP1
SURF2
PRICKLE3
PARD6A
MCM7
TMEM259
TTI1
RPL12P16
INTS6L
RPS27A
KTN1
RNF11
SAR1A
FBXO22
ATPAF1
SETD5
TBC1D2B
FLNA
DNAJC3-DT
TMED5
TTF2
MVK
ZNF319
SEPTIN7
LINC00629
PLAAT3
SP3
TFE3
PSMG1
ENSG00000286063
ENSG00000278948
ULK3
CLASP2
TTC8
FKBP1B
GORASP2
HAUS3
KIAA1217
PUS3
SYNJ1
CLUH
KCNN3
PEA15
ANAPC13
COL5A2
H2AC13
PGRMC1
NIN
BARX1
CRELD1
DGCR2
PGGT1B
RNF185
PSMA7
CEP19
NSMAF
ERH
WDR33
D2HGDH
EMX2OS
OSTF1
RHBDL3
GATA6
PIP4K2A
PPP4R1-AS1
TSPAN18
ST3GAL2
PSMF1
SP4
CCDC163
EPHX3
SNRK
RBM4
PATJ
